id,project_id,keyword
1141,1331,Climate-smart agriculture
1142,1331,Agriculture
1143,1331,Prioritization
1144,1331,Context-specific
1145,1331,Participatory approaches
1146,1331,Mixed-method approach
1147,1331,Sex-disaggregated data
1148,1331,Africa
1149,1331,Decision and Policy Analysis - DAPA
1150,1334,"Social norms, trust, economic behavior, Ethiopia, financial institutions, social capital, traditional institutions, financial inclusion, cultural norms"
1151,1336,"China-Pakistan Economic Corridor, Provincial politics and dynamics, Stakeholder perceptions, Associated challenges and opportunities, Multifaceted impacts, Interpretive Phenomenological Analysis"
1152,1338,Digital financial literacy
1153,1338,FinTech adoption
1154,1338,Access to capital
1155,1338,Youth entrepreneurship
1156,1338,Early-stage startups
1157,1338,Financial self-efficacy
1158,1338,Behavioural biases
1159,1338,India
1160,1339,happiness
1161,1339,job satisfaction
1162,1339,workplace culture
1163,1339,career aspirations
1164,1340,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1165,1341,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1166,1342,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1167,1343,atrocities
1168,1344,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1169,1345,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1170,1346,households; health communication; health services; infant feeding; breastfeeding; child feeding;
1171,1347,MAP
1172,1347,LQAS
1173,1347,Providers
1174,1347,General population
1175,1347,Malaria
1176,1347,LLIN
1177,1347,Diarrhea
1178,1347,ORS
1179,1347,Household water treatment
1180,1347,HIV
1181,1347,Condoms
1182,1347,Global Fund
1183,1347,USAID
1184,1348,Qualitative
1185,1348,In-depth interview
1186,1348,NCD (Obesity)
1187,1348,Youth
1188,1348,Healthy behaviors
1189,1348,BCC
1190,1348,Interventions
1191,1349,dangerous contexts
1192,1349,leadership
1193,1349,police
1194,1349,law enforcement
1195,1349,special police operations
1196,1352,"Complementary Food for Africa+Dried Fish Powder (ComFA+Fish), Gwembe, Siavonga, Sinazongwe, Zambia"
1197,1354,Global surgery
1198,1356,English Department
1199,1357,"Supreme Court, Precedent, U.S. Courts of Appeals, Law, Causal Inference"
1200,1358,Economic voting
1201,1358,Irish elections
1202,1358,Economic crises
1203,1358,Credit and blame
1204,1358,Vote function
1205,1358,Time series
1206,1359,chronic disease
1207,1359,reliability
1208,1359,evidence-based
1209,1359,international health keyword
1210,1360,interdisciplinarity
1211,1360,evaluation
1212,1360,convergence
1213,1360,assessment
1214,1360,research evaluation
1215,1360,team science
1216,1361,MAP
1217,1361,LQAS
1218,1361,HIV
1219,1361,Reproductive health
1220,1361,Diarrhea
1221,1361,General population
1222,1361,Providers
1223,1361,Condoms
1224,1361,Long-term methods
1225,1361,Household water treatment
1226,1361,USAID
1227,1362,Fuzzy-set Qualitative Comparative Analysis (fsQCA); Incarceration rates; Low-income countries;
1228,1363,Qualitative
1229,1363,Focus groups
1230,1363,Short-term methods
1231,1363,WRA
1232,1363,Modern contraceptive use
1233,1363,BCC
1234,1363,USAID
1235,1364,Explanation
1236,1364,inus causation
1237,1364,mediation
1238,1364,pruning
1239,1364,Qualitative Comparative Analysis
1240,1364,quasi-experimental designs
1241,1364,Structural Causal Model framework
1242,1367,"Economic voting, subnational politics, conservative parties, commodities boom, Argentina"
1243,1368,Supreme Court
1244,1369,"Nigeria, Biafra, civil war, humanitarian aid, military–humanitarian relations, antagonism, archival data, conflict behavior"
1245,1371,HIV
1246,1371,BCC
1247,1371,HIV/STI testing
1248,1371,VCT
1249,1371,ART
1250,1371,MSM
1251,1371,USAID
1252,1373,Fish farmer
1253,1373,Carp
1254,1373,Tilapia
1255,1374,Genetically improved carp
1256,1374,CGIP
1257,1374,Rohu
1258,1374,Catla
1259,1374,Silver carp
1260,1374,dissemination
1261,1374,Commercialization
1262,1374,Bangladesh
1263,1375,value chain mapping
1264,1375,life below water
1265,1375,environmental health and biodiversity
1266,1375,kapenta consumers
1267,1375,lake tanganyika
1268,1376,life below water
1269,1378,Rohingya
1270,1378,Bangladesh
1271,1378,Qualitative Study
1272,1379,Qualitative
1273,1379,PEER
1274,1379,Dyads/triads
1275,1379,HIV
1276,1379,Men
1277,1379,IDU
1278,1379,HIV risk behaviors
1279,1379,BCC
1280,1379,USAID
1281,1381,obstetric fistula (OF)
1282,1381,repair
1283,1381,barriers
1284,1383,Artificial Intelligence Generated Content
1285,1383,ChatGPT-4o
1286,1383,Mariah Carey
1287,1383,Comparative Analysis
1288,1385,Cultural Adaptation of CBT (CaCBT)
1289,1386,Scholarly communication
1290,1387,AGRICULTURE
1291,1387,BIODIVERSITY
1292,1387,DIET
1293,1387,DIVERSIFICATION
1294,1387,STRATEGIES
1295,1387,MARKETS
1296,1387,PARTICIPATION
1297,1387,SEED SYSTEMS
1298,1387,RISK
1299,1387,FOOD SECURITY
1300,1387,HOUSEHOLDS
1301,1387,FEEDING HABITS
1302,1387,CHILDREN
1303,1388,AI Awareness
1304,1388,AI Trust
1305,1388,AI Attitude
1306,1388,AI Governance
1307,1388,Public Perception of AI
1308,1388,Bosnia and Herzegovina
1309,1389,MAP
1310,1389,LQAS
1311,1389,HIV
1312,1389,Reproductive health
1313,1389,General population
1314,1389,Condoms
1315,1389,Modern contraceptive use
1316,1389,KfW
1317,1391,Reputation
1318,1392,"Corporate Social Responsibility, MSMEs, Sustainable Development Goals, Triple Helix model"
1319,1393,Markov transition probability
1320,1393,likelihood ratio test
1321,1393,FDI
1322,1393,per-capita income
1323,1393,regional development
1324,1393,United States of America
1325,1394,"Corporate Social Responsibility, MSMEs, Sustainable Development Goals, Triple Helix model"
1326,1395,life below water
1327,1395,environmental health and biodiversity
1328,1395,fish processor
1329,1395,lake tanganyika
1330,1395,kapenta fishers
1331,1396,Sedentary lifestyle
1332,1396,Dietary behavior
1333,1397,lake fisheries
1334,1397,life below water
1335,1397,environmental health and biodiversity
1336,1397,fish workers
1337,1397,lake tanganyika
1338,1398,laboratory astrophysics
1339,1398,magnetohydrodynamics/MHD
1340,1398,OMEGA Laser Facility
1341,1398,radiative hydrodynamic
1342,1398,stellar jets
1343,1399,value chain mapping
1344,1399,fish price
1345,1399,kapenta fishers
1346,1399,fishing gears
1347,1399,fish consumption statistics
1348,1400,"preservice teacher beliefs, belief change, digital learning materials, undergraduate teacher education, schools, technology integration"
1349,1401,The Discipline of International Relations Discipline
1350,1401,General Philosophy of Science
1351,1402,TOURISM
1352,1402,Urban
1353,1402,SOCIOECONOMICS
1354,1402,Elevation
1355,1402,Farming
1356,1402,Society
1357,1402,Health
1358,1402,EARTH SCIENCE
1359,1402,Sustainability
1360,1402,Land Use
1361,1402,HUMAN DIMENSIONS
1362,1402,Hazards
1363,1402,LAND SURFACE
1364,1402,Agriculture
1365,1402,Population
1366,1402,POVERTY LEVELS
1367,1402,Water
1368,1402,Climate
1369,1402,SUSTAINABILITY
1370,1402,Utilities/Communications
1371,1402,Governance
1372,1402,Economy
1373,1402,Poverty
1374,1402,INFRASTRUCTURE
1375,1402,ECONOMIC RESOURCES
1376,1402,PUBLIC HEALTH
1377,1402,Environment
1378,1402,LAND USE/LAND COVER
1379,1402,Infrastructure
1380,1402,Global
1381,1403,"Avahan, CBO, Community mobilization, HIV prevention, Measurement, Monitoring; INSTITUTION: Praxis; STRATEGIC AREAS: CBO monitoring data, Community mobilization research, Community mobilization strength and sustainability monitoring"
1382,1404,MAP
1383,1404,LQAS
1384,1404,HIV
1385,1404,Providers
1386,1404,General population
1387,1404,Condoms
1388,1404,BCC
1389,1405,Qualitative
1390,1405,In-depth interview
1391,1405,Dyads/triads
1392,1405,Youth
1393,1405,HIV
1394,1405,HIV risk behaviors
1395,1405,Condoms
1396,1405,Condom use
1397,1405,BCC
1398,1407,regulation
1399,1407,utilities
1400,1407,infrastructure
1401,1407,political risk
1402,1407,crisis
1403,1407,privatization
1404,1407,Argentina
1405,1409,"enabling environment, nutrition advocacy"
1406,1411,Protest
1407,1411,economic sanctions
1408,1411,dissent
1409,1411,foreign policy
1410,1414,Enforcement
1411,1416,"Laboratório de Educação Matemática, Ensino-Aprendizagem de Matemática, Formação de professores"
1412,1417,"Advocacy, Behavioral tracking surveys with FSWs, Behavioral tracking surveys with MSM, CFSW, CMSW, Community mobilization, FSWs, HIV, MSWs, Sexual behavior; INSTITUTION: TAI; STRATEGIC AREAS: Clients of FSWs, FSWs, High risk MSM"
1413,1418,"Advocacy, Behavioral tracking surveys with FSWs, Behavioral tracking surveys with MSM, CFSW, CMSW, Community mobilization, FSWs, HIV, MSWs, Sexual behavior; INSTITUTION: TAI; STRATEGIC AREAS: Clients of FSWs, FSWs, High risk MSM"
1414,1419,"Advocacy, Behavioral tracking surveys with FSWs, Behavioral tracking surveys with MSM, CFSW, CMSW, Community mobilization, FSWs, HIV, MSWs, Sexual behavior; INSTITUTION: TAI; STRATEGIC AREAS: Clients of FSWs, FSWs, High risk MSM"
1415,1420,"Advocacy, Behavioral tracking surveys with FSWs, Behavioral tracking surveys with MSM, CFSW, CMSW, Community mobilization, FSWs, HIV, MSWs, Sexual behavior; INSTITUTION: TAI;  STRATEGIC AREAS: Clients of FSWs, FSWs, High risk MSM"
1416,1421,aquaculture
1417,1421,agriculture
1418,1421,gender
1419,1421,livelihoods
1420,1421,income generation
1421,1421,gender equality
1422,1421,gender equity
1423,1421,small scale farming
1424,1422,"Advocacy, Behavioral tracking surveys with FSWs, Behavioral tracking surveys with MSM, CFSW, CMSW, Community mobilization, FSWs, HIV, MSWs, Sexual behavior; INSTITUTION: TAI; STRATEGIC AREAS: Clients of FSWs, FSWs, High risk MSM"
1425,1423,MAP
1426,1423,HIV
1427,1423,FSW
1428,1423,Condoms
1429,1423,KfW
1430,1424,HIV
1431,1424,BCC
1432,1424,HTC
1433,1424,HIV/STI testing
1434,1424,ART
1435,1424,Condom use
1436,1424,Condoms
1437,1424,MARPs
1438,1424,Transgender
1439,1424,Qualitative
1440,1424,In-depth interviews
1441,1424,USAID
1442,1426,factorial survey experiment
1443,1430,"Council of the European union, consensus, decision-making, agent-based model, qualified majority, voting rule, coalition-building, blocking coalition"
1444,1432,astrophysics
1445,1432,kinetic-Alfven turbulence
1446,1432,magnetic field reconnection
1447,1432,magnetic plasma turbulence
1448,1432,magnetohydrodynamic Alfven turbulence
1449,1432,review
1450,1432,sheared magnetic field
1451,1432,space physics
1452,1432,tearing instability
1453,1432,tearing-mediated magnetic turbulence
1454,1432,turbulent fluctuations
1455,1433,"Levellers, Law, Juries, Embeddings, Political Theory, Political Methodology"
1456,1434,Camel Milk
1457,1434,Microbiome Modulation
1458,1434,Ulcerative Colitis
1459,1434,Exosomes (miR-148a-3p)
1460,1434,Low-Temperature Spray Drying (LTSD)
1461,1435,Qualitative
1462,1435,In-depth interviews
1463,1435,Condoms
1464,1435,Condom use
1465,1435,Men
1466,1435,HIV/AIDS
1467,1435,USAID
1468,1436,HIV
1469,1436,BCC
1470,1436,HIV Risk Behaviors
1471,1436,General Population
1472,1436,Qualitative
1473,1436,Partner reduction
1474,1439,avaliação
1475,1439,repositórios digitais
1476,1439,confiabilidade
1477,1440,gender bias
1478,1440,large language models
1479,1440,prompts-driven conditionality
1480,1440,AI bias
1481,1443,"Arab Spring, EU sanctions, QCA"
1482,1449,"party leaders, elections, leader survival"
1483,1451,TRaC
1484,1451,HIV
1485,1451,Men
1486,1451,Condom Use
1487,1451,Condom
1488,1451,BCC
1489,1451,USAID
1490,1453,Attitudes toward peace
1491,1453,Colombia
1492,1453,Violence
1493,1453,Peace Agreement
1494,1455,Deported migrants
1495,1455,Political Participation
1496,1455,Extortion
1497,1455,Migration
1498,1455,Guatemala
1499,1456,Serbia
1500,1457,Civil War
1501,1457,Italy
1502,1457,Counterinsurgency
1503,1457,Civilian victimization
1504,1457,World War II
1505,1458,DeFi
1506,1458,Rugpull
1507,1458,investment fraud
1508,1458,cybercrime measurement
1509,1458,financial crime
1510,1459,spatial
1511,1459,LISA
1512,1459,case selection
1513,1459,mixed methods
1514,1460,"Delegation, European Parliament, principal-agent theory, self-selection, shadow rapporteurs"
1515,1461,stakeholder survey
1516,1461,policy process
1517,1461,institutional architecture
1518,1461,Mali
1519,1461,food security
1520,1462,spatial
1521,1462,LISA
1522,1462,case selection
1523,1462,mixed methods
1524,1463,Education
1525,1463,policy changes
1526,1463,intergovernmental relations
1527,1463,subnational governments
1528,1463,Brasil
1529,1464,flow
1530,1464,gas puff imaging
1531,1464,island divertor
1532,1464,shear
1533,1464,SOL turbulence
1534,1464,W7-X
1535,1465,COVID-19
1536,1465,Twitter
1537,1465,social media
1538,1465,topic modeling
1539,1465,Spanish
1540,1466,Economic aid
1541,1466,Natural experiment
1542,1466,Human rights
1543,1466,Democracy
1544,1467,Biotechnology
1545,1467,Transgenic plants
1546,1467,Risk assessment
1547,1467,Economic aspects
1548,1467,Biosafety regulations
1549,1467,Biotechnological safety
1550,1467,Socioeconomic development
1551,1467,Genetically engineered organisms
1552,1467,Genetically modified foods
1553,1467,Data collection
1554,1467,Genetic heterogeneity
1555,1467,Ex-ante impact assessment
1556,1467,Ex-post impact assessment
1557,1467,Developing countries
1558,1467,Cotton
1559,1468,MAP
1560,1468,LQAS
1561,1468,Providers
1562,1468,HIV
1563,1468,Water treatment
1564,1468,Diarrhea
1565,1468,Reproductive health
1566,1468,Condoms
1567,1468,Household water treatment
1568,1468,ORS
1569,1468,Short-term methods
1570,1468,KfW
1571,1469,Qualitative
1572,1469,Focus Group
1573,1469,HIV/AIDS
1574,1469,General Population
1575,1469,HTC
1576,1469,BCC
1577,1470,Qualitative
1578,1470,In-depth interview
1579,1470,Youth
1580,1470,HIV/AIDS
1581,1470,HIV Risk behaviors
1582,1470,Condom use
1583,1470,BCC
1584,1471,Deliberation
1585,1471,Legislative bodies
1586,1471,Caucus
1587,1471,Field experiments
1588,1472,Political Science
1589,1472,International Relations
1590,1472,Military Exercise
1591,1474,"path dependency, welfare regimes"
1592,1475,meta-analysis
1593,1475,responsiveness
1594,1477,Quantitative
1595,1477,HIV/AIDS
1596,1477,HIV risk behaviors
1597,1477,General population
1598,1477,Malaria
1599,1477,BCC
1600,1477,SFH
1601,1477,Shell
1602,1479,housing; attitudes; participation; Brazil
1603,1480,"VR, Education"
1604,1483,Yemeni Jewish culture
1605,1483,cultural preservation
1606,1483,religious  practices
1607,1483,cultural exchange
1608,1483,intangible heritage
1609,1484,"Human-Computer Interaction, Jewelry Design, User Experiences, Dig-ital Transformation, Jewelry Industry."
1610,1486,vigilance
1611,1486,civil war
1612,1486,violence
1613,1486,identity
1614,1486,civic identity
1615,1486,American political development
1616,1486,vigilance committees
1617,1486,vigilantes
1618,1486,institutional instability
1619,1486,functionalism
1620,1486,frontier
1621,1486,social deviance
1622,1486,nativism
1623,1487,vigilance
1624,1487,vigilantes
1625,1487,committee
1626,1487,identity
1627,1487,civic identity
1628,1487,civil war
1629,1487,functionalism
1630,1487,frontier
1631,1487,nativism
1632,1487,violence
1633,1487,American political development
1634,1491,energy renovation
1635,1491,household energy use
1636,1491,infrared thermography
1637,1491,residential buildings
1638,1491,energy poverty
1639,1492,QCA
1640,1492,public policy
1641,1492,local welfare systems
1642,1492,public health policy
1643,1495,Japanese Diet
1644,1495,parliamentary speech
1645,1495,party theory of parliamentary debate
1646,1495,personal vote-seeking incentives
1647,1495,the Liberal Democratic Party
1648,1497,Climate change
1649,1497,water
1650,1497,environmental
1651,1498,disaster
1652,1498,solar
1653,1498,renewable
1654,1498,renewable energy
1655,1498,Japan
1656,1498,3/11
1657,1498,Hurricane Sandy
1658,1498,build back better
1659,1498,resilience
1660,1498,reconstruction
1661,1500,"parliamentary and presidential system, agricultural protection, trade compensation, trade liberalization, remote-sensed data, Japan and the United States"
1662,1501,"Climate Change, Climate Finance, Financial Inclusion"
1663,1502,Aid effectiveness
1664,1502,Charitable fundraising
1665,1502,Warm glow
1666,1502,Pure altruism
1667,1503,Quantitative
1668,1503,LQAS
1669,1503,General population
1670,1503,Social franchising
1671,1503,Diarrhea
1672,1503,Water treatment
1673,1503,Household water treatment
1674,1503,ORS use
1675,1503,ORS
1676,1503,USAID
1677,1504,AGROBIODIVERSITY
1678,1504,PARTICIPATORY APPROACHES
1679,1504,COMMUNITY-BASED PARTICIPATORY APPROACH
1680,1504,NUTRITION
1681,1504,NUTRITION-SENSITIVE AGRICULTURE
1682,1504,DIETARY DIVERSITY
1683,1504,AGRICULTURAL-NUTRITION PATHWAYS
1684,1504,KENYA
1685,1504,Africa
1686,1504,Food Environment and Consumer Behavior
1687,1505,therapeutic translation; revoicing; corpus-based translation studies; quantitative content analysis; sentiment arc analysis; sacred texts; AI translation; specialised-to-popularised translation; qualitative analysis
1688,1506,"Gender, Qualitative Research"
1689,1507,Qualitative
1690,1507,Focus group
1691,1507,HIV/AIDS
1692,1507,HTC
1693,1507,MARPs
1694,1507,BCC
1695,1507,USAID
1696,1508,STI
1697,1508,Providers
1698,1508,STI treatment kit
1699,1508,Qualitative
1700,1509,Qualitative
1701,1509,Dyads/triads
1702,1509,HIV
1703,1509,IDU
1704,1509,HIV risk behaviors
1705,1509,Needle and syringe
1706,1509,IPC
1707,1509,USAID
1708,1510,Evaluation
1709,1510,Qualitative
1710,1510,In-depth interviews
1711,1510,Focus group
1712,1510,HIV/AIDS
1713,1510,Diarrhea
1714,1510,PLHIV
1715,1510,Condom use
1716,1510,Household water treatment
1717,1510,BCC
1718,1510,USAID
1719,1512,"Civil war, Methodology, Terrorism, Conflict"
1720,1513,Civilizationism
1721,1513,Nationalism
1722,1513,Far Right
1723,1514,Turnout
1724,1514,Women's political participation
1725,1514,Women's voting
1726,1514,Segregated polling stations
1727,1515,Leaders
